Animal_ID,ANIMAL_SN,Lat,Longitude,Fix Status,X,Y,DATETIME
tn85846,tn85846_2020_FM,48.5380519,-54.1078683,4 or more SV KF,270602,5380770,2020.11.05 08:00:00
tn85846,tn85846_2020_FM,48.5433044,-54.1122769,4 or more SV KF,270300,5381367,2020.11.05 12:01:00
tn85846,tn85846_2020_FM,48.5447517,-54.1150717,4 or more SV KF,270100,5381536,2020.11.05 14:00:00
tn85846,tn85846_2020_FM,48.5470167,-54.1180039,4 or more SV KF,269894,5381797,2020.11.05 18:00:00
tn85846,tn85846_2020_FM,48.5536197,-54.1312872,4 or more SV KF,268944,5382571,2020.11.05 22:00:00
tn85846,tn85846_2020_FM,48.5532839,-54.1320592,4 or more SV KF,268886,5382536,2020.11.06 00:00:00
tn85846,tn85846_2020_FM,48.5530322,-54.1319544,4 or more SV KF,268892,5382507,2020.11.06 02:00:00
tn85846,tn85846_2020_FM,48.5535992,-54.1328717,4 or more SV KF,268827,5382573,2020.11.06 06:00:00
tn85846,tn85846_2020_FM,48.5534286,-54.1325136,4 or more SV KF,268853,5382553,2020.11.06 08:00:00
tn85846,tn85846_2020_FM,48.5533706,-54.1328319,4 or more SV KF,268829,5382548,2020.11.06 10:00:00
tn85846,tn85846_2020_FM,48.5549508,-54.1284283,4 or more SV KF,269161,5382710,2020.11.06 12:01:00
tn85846,tn85846_2020_FM,48.5534022,-54.1273947,4 or more SV KF,269230,5382535,2020.11.06 14:01:00
tn85846,tn85846_2020_FM,48.5520044,-54.1288292,4 or more SV KF,269118,5382384,2020.11.06 16:00:00
tn85846,tn85846_2020_FM,48.5488097,-54.1266256,4 or more SV KF,269266,5382022,2020.11.06 18:00:00
tn85846,tn85846_2020_FM,48.5414147,-54.1321539,4 or more SV KF,268825,5381217,2020.11.06 20:00:00
tn85846,tn85846_2020_FM,48.5400681,-54.1373033,4 or more SV KF,268438,5381083,2020.11.06 22:00:00
tn85846,tn85846_2020_FM,48.5400908,-54.1373206,4 or more SV KF,268437,5381085,2020.11.07 00:00:00
tn85846,tn85846_2020_FM,48.5400867,-54.1408067,4 or more SV KF,268180,5381095,2020.11.07 02:00:00
tn85846,tn85846_2020_FM,48.5401372,-54.1408117,4 or more SV KF,268180,5381101,2020.11.07 04:00:00
tn85846,tn85846_2020_FM,48.5368144,-54.1412039,4 or more SV KF,268136,5380733,2020.11.07 06:03:00
tn85846,tn85846_2020_FM,48.5317006,-54.1414242,4 or more SV KF,268096,5380165,2020.11.07 10:01:00
tn85846,tn85846_2020_FM,48.5296256,-54.1544528,4 or more SV KF,267125,5379974,2020.11.07 12:00:00
tn85846,tn85846_2020_FM,48.57025,-54.1519267,4 or more SV KF,267498,5384481,2020.11.07 22:00:00
tn85846,tn85846_2020_FM,48.5712942,-54.152555,4 or more SV KF,267456,5384599,2020.11.08 00:00:00
tn85846,tn85846_2020_FM,48.5707039,-54.1568278,4 or more SV KF,267138,5384547,2020.11.08 02:00:00
tn85846,tn85846_2020_FM,48.5743403,-54.1580619,4 or more SV KF,267064,5384955,2020.11.08 06:00:00
tn85846,tn85846_2020_FM,48.5738533,-54.1493333,4 or more SV KF,267705,5384874,2020.11.08 08:00:00
tn85846,tn85846_2020_FM,48.5738425,-54.1492833,4 or more SV KF,267709,5384873,2020.11.08 10:00:00
tn85846,tn85846_2020_FM,48.5655467,-54.1353189,4 or more SV KF,268701,5383908,2020.11.08 16:00:00
tn85846,tn85846_2020_FM,48.5659325,-54.1366781,4 or more SV KF,268603,5383955,2020.11.08 20:00:00
tn85846,tn85846_2020_FM,48.5654439,-54.1343694,4 or more SV KF,268771,5383894,2020.11.09 00:00:00
tn85846,tn85846_2020_FM,48.5646269,-54.1336853,4 or more SV KF,268817,5383801,2020.11.09 02:00:00
tn85846,tn85846_2020_FM,48.5611378,-54.1309311,4 or more SV KF,269005,5383405,2020.11.09 04:00:00
tn85846,tn85846_2020_FM,48.5593539,-54.1289947,4 or more SV KF,269139,5383201,2020.11.09 10:01:00
tn85846,tn85846_2020_FM,48.5596692,-54.1264519,4 or more SV KF,269328,5383228,2020.11.09 12:00:00
tn85846,tn85846_2020_FM,48.5592822,-54.1259189,4 or more SV KF,269366,5383184,2020.11.09 14:00:00
tn85846,tn85846_2020_FM,48.5593183,-54.1259269,4 or more SV KF,269366,5383188,2020.11.09 16:00:00
tn85846,tn85846_2020_FM,48.5552356,-54.1249856,4 or more SV KF,269416,5382731,2020.11.09 18:00:00
tn85846,tn85846_2020_FM,48.5548836,-54.1256825,4 or more SV KF,269363,5382694,2020.11.09 20:00:00
tn85846,tn85846_2020_FM,48.5512161,-54.1255011,4 or more SV KF,269360,5382286,2020.11.10 02:00:00
tn85846,tn85846_2020_FM,48.5493711,-54.1276361,4 or more SV KF,269194,5382087,2020.11.10 04:00:00
tn85846,tn85846_2020_FM,48.549485,-54.1278183,4 or more SV KF,269181,5382101,2020.11.10 06:00:00
tn85846,tn85846_2020_FM,48.5508919,-54.1265267,4 or more SV KF,269283,5382253,2020.11.10 08:00:00
tn85846,tn85846_2020_FM,48.5491994,-54.1305972,4 or more SV KF,268975,5382077,2020.11.10 12:01:00
tn85846,tn85846_2020_FM,48.5494164,-54.1302719,4 or more SV KF,269000,5382100,2020.11.10 14:00:00
tn85846,tn85846_2020_FM,48.5467731,-54.1319967,4 or more SV KF,268861,5381812,2020.11.10 16:00:00
tn85846,tn85846_2020_FM,48.5420133,-54.1373953,4 or more SV KF,268441,5381299,2020.11.10 20:00:00
tn85846,tn85846_2020_FM,48.5468744,-54.1408386,4 or more SV KF,268209,5381850,2020.11.10 22:00:00
tn85846,tn85846_2020_FM,48.5463422,-54.1453489,4 or more SV KF,267873,5381804,2020.11.11 00:00:00
tn85846,tn85846_2020_FM,48.5456892,-54.1452089,4 or more SV KF,267881,5381731,2020.11.11 02:00:00
tn85846,tn85846_2020_FM,48.5457219,-54.1468161,4 or more SV KF,267762,5381740,2020.11.11 08:00:00
tn85846,tn85846_2020_FM,48.5483903,-54.1430803,4 or more SV KF,268050,5382025,2020.11.11 10:00:00
tn85846,tn85846_2020_FM,48.5597589,-54.1207472,4 or more SV KF,269750,5383221,2020.11.11 12:01:00
tn85846,tn85846_2020_FM,48.5664389,-54.1078222,4 or more SV KF,270733,5383925,2020.11.11 14:01:00
tn85846,tn85846_2020_FM,48.5651303,-54.1037444,4 or more SV KF,271028,5383767,2020.11.11 16:00:00
tn85846,tn85846_2020_FM,48.5589731,-54.1012908,4 or more SV KF,271181,5383075,2020.11.11 20:01:00
tn85846,tn85846_2020_FM,48.5555722,-54.0984031,4 or more SV KF,271379,5382689,2020.11.12 00:00:00
tn85846,tn85846_2020_FM,48.5540528,-54.0983753,4 or more SV KF,271374,5382520,2020.11.12 02:01:00
tn85846,tn85846_2020_FM,48.5543911,-54.0994625,4 or more SV KF,271296,5382561,2020.11.12 04:00:00
tn85846,tn85846_2020_FM,48.5536725,-54.0989697,4 or more SV KF,271329,5382479,2020.11.12 06:01:00
tn85846,tn85846_2020_FM,48.5505842,-54.1000639,4 or more SV KF,271234,5382139,2020.11.12 08:00:00
tn85846,tn85846_2020_FM,48.5484103,-54.1054978,4 or more SV KF,270823,5381914,2020.11.12 12:00:00
tn85846,tn85846_2020_FM,48.5524617,-54.0999633,4 or more SV KF,271250,5382348,2020.11.12 14:00:00
tn85846,tn85846_2020_FM,48.5491264,-54.1045308,4 or more SV KF,270898,5381991,2020.11.12 18:00:00
tn85846,tn85846_2020_FM,48.5535392,-54.0994508,4 or more SV KF,271293,5382466,2020.11.12 22:00:00
tn85846,tn85846_2020_FM,48.5538775,-54.0990111,4 or more SV KF,271327,5382502,2020.11.13 02:00:00
tn85846,tn85846_2020_FM,48.5549114,-54.0979292,4 or more SV KF,271411,5382614,2020.11.13 04:00:00
tn85846,tn85846_2020_FM,48.5548053,-54.0980075,4 or more SV KF,271405,5382602,2020.11.13 06:00:00
tn85846,tn85846_2020_FM,48.5537539,-54.1076181,4 or more SV KF,270691,5382514,2020.11.13 14:00:00
tn85846,tn85846_2020_FM,48.5530206,-54.1081936,4 or more SV KF,270645,5382434,2020.11.13 16:00:00
tn85846,tn85846_2020_FM,48.5557725,-54.0980836,4 or more SV KF,271404,5382710,2020.11.13 18:00:00
tn85846,tn85846_2020_FM,48.5543772,-54.0992056,4 or more SV KF,271315,5382558,2020.11.13 22:00:00
tn85846,tn85846_2020_FM,48.55441,-54.0992106,4 or more SV KF,271314,5382562,2020.11.14 00:01:00
tn85846,tn85846_2020_FM,48.5543067,-54.1006633,4 or more SV KF,271207,5382555,2020.11.14 04:01:00
tn85846,tn85846_2020_FM,48.555035,-54.0975192,4 or more SV KF,271442,5382626,2020.11.14 06:00:00
tn85846,tn85846_2020_FM,48.5556158,-54.0984578,4 or more SV KF,271375,5382694,2020.11.14 10:00:00
tn85846,tn85846_2020_FM,48.5574044,-54.09776,4 or more SV KF,271435,5382890,2020.11.14 16:00:00
tn85846,tn85846_2020_FM,48.5622508,-54.0932303,4 or more SV KF,271791,5383415,2020.11.14 20:01:00
tn85846,tn85846_2020_FM,48.5629342,-54.0930864,4 or more SV KF,271805,5383491,2020.11.14 22:01:00
tn85846,tn85846_2020_FM,48.5648344,-54.0940156,4 or more SV KF,271745,5383705,2020.11.15 02:00:00
tn85846,tn85846_2020_FM,48.5689344,-54.1057464,4 or more SV KF,270898,5384196,2020.11.15 12:00:00
tn85846,tn85846_2020_FM,48.5649808,-54.0990617,4 or more SV KF,271373,5383736,2020.11.15 14:01:00
tn85846,tn85846_2020_FM,48.5596856,-54.0959042,4 or more SV KF,271582,5383138,2020.11.15 16:00:00
tn85846,tn85846_2020_FM,48.5599825,-54.0962697,4 or more SV KF,271556,5383172,2020.11.15 18:01:00
tn85846,tn85846_2020_FM,48.5598119,-54.1008853,4 or more SV KF,271215,5383167,2020.11.15 20:00:00
tn85846,tn85846_2020_FM,48.5622558,-54.1015639,4 or more SV KF,271176,5383441,2020.11.16 00:00:00
tn85846,tn85846_2020_FM,48.5625633,-54.1024203,4 or more SV KF,271114,5383478,2020.11.16 04:00:00
tn85846,tn85846_2020_FM,48.5626944,-54.1025072,4 or more SV KF,271109,5383492,2020.11.16 06:00:00
tn85846,tn85846_2020_FM,48.5625728,-54.1024431,4 or more SV KF,271113,5383479,2020.11.16 08:00:00
tn85846,tn85846_2020_FM,48.5616258,-54.0973375,4 or more SV KF,271485,5383358,2020.11.16 12:00:00
tn85846,tn85846_2020_FM,48.5614144,-54.1041575,4 or more SV KF,270981,5383355,2020.11.16 14:00:00
tn85846,tn85846_2020_FM,48.5600503,-54.108825,4 or more SV KF,270631,5383218,2020.11.16 18:01:00
tn85846,tn85846_2020_FM,48.554515,-54.1125131,4 or more SV KF,270333,5382613,2020.11.16 20:00:00
tn85846,tn85846_2020_FM,48.5547172,-54.1028681,4 or more SV KF,271046,5382607,2020.11.17 00:00:00
tn85846,tn85846_2020_FM,48.5606233,-54.0908697,4 or more SV KF,271958,5383227,2020.11.17 08:02:00
tn85846,tn85846_2020_FM,48.5606253,-54.0909214,4 or more SV KF,271954,5383228,2020.11.17 10:00:00
tn85846,tn85846_2020_FM,48.5627022,-54.0912183,4 or more SV KF,271941,5383460,2020.11.17 12:00:00
tn85846,tn85846_2020_FM,48.5644058,-54.1099175,4 or more SV KF,270570,5383705,2020.11.17 14:00:00
tn85846,tn85846_2020_FM,48.5644156,-54.1113081,4 or more SV KF,270467,5383710,2020.11.17 16:00:00
tn85846,tn85846_2020_FM,48.5655558,-54.1120172,4 or more SV KF,270420,5383839,2020.11.17 18:01:00
tn85846,tn85846_2020_FM,48.5760917,-54.1271103,4 or more SV KF,269355,5385055,2020.11.17 22:00:00
tn85846,tn85846_2020_FM,48.5763964,-54.1274422,4 or more SV KF,269332,5385090,2020.11.18 00:00:00
tn85846,tn85846_2020_FM,48.5778592,-54.1307353,4 or more SV KF,269095,5385263,2020.11.18 02:00:00
tn85846,tn85846_2020_FM,48.5815283,-54.1317772,4 or more SV KF,269035,5385674,2020.11.18 04:00:00
tn85846,tn85846_2020_FM,48.5818622,-54.1319319,4 or more SV KF,269025,5385711,2020.11.18 06:01:00
tn85846,tn85846_2020_FM,48.5733311,-54.1234289,4 or more SV KF,269614,5384737,2020.11.18 14:00:00
tn85846,tn85846_2020_FM,48.5722572,-54.1241897,4 or more SV KF,269553,5384620,2020.11.18 18:00:00
tn85846,tn85846_2020_FM,48.5661189,-54.1204917,4 or more SV KF,269797,5383927,2020.11.18 20:01:00
tn85846,tn85846_2020_FM,48.5642469,-54.1249439,4 or more SV KF,269461,5383732,2020.11.18 22:00:00
tn85846,tn85846_2020_FM,48.5638117,-54.1254158,4 or more SV KF,269424,5383686,2020.11.19 00:00:00
tn85846,tn85846_2020_FM,48.5633806,-54.12554,4 or more SV KF,269413,5383638,2020.11.19 02:00:00
tn85846,tn85846_2020_FM,48.5603197,-54.1258711,4 or more SV KF,269374,5383299,2020.11.19 06:00:00
tn85846,tn85846_2020_FM,48.5603278,-54.1259031,4 or more SV KF,269372,5383300,2020.11.19 08:00:00
tn85846,tn85846_2020_FM,48.5601856,-54.1265322,4 or more SV KF,269325,5383286,2020.11.19 10:00:00
tn85846,tn85846_2020_FM,48.5672922,-54.12192,4 or more SV KF,269697,5384062,2020.11.19 18:01:00
tn85846,tn85846_2020_FM,48.5715253,-54.1204683,4 or more SV KF,269824,5384528,2020.11.19 20:00:00
tn85846,tn85846_2020_FM,48.5715936,-54.1214567,4 or more SV KF,269751,5384538,2020.11.19 22:00:00
tn85846,tn85846_2020_FM,48.5707739,-54.1216242,4 or more SV KF,269735,5384448,2020.11.20 00:00:00
tn85846,tn85846_2020_FM,48.5708808,-54.1213269,4 or more SV KF,269757,5384459,2020.11.20 04:00:00
tn85846,tn85846_2020_FM,48.5736094,-54.1232706,4 or more SV KF,269627,5384768,2020.11.20 12:00:00
tn85846,tn85846_2020_FM,48.5709825,-54.1185806,4 or more SV KF,269960,5384462,2020.11.20 14:00:00
tn85846,tn85846_2020_FM,48.5690436,-54.1184708,4 or more SV KF,269960,5384246,2020.11.20 16:00:00
tn85846,tn85846_2020_FM,48.5657658,-54.1207228,4 or more SV KF,269779,5383889,2020.11.20 18:00:00
tn85846,tn85846_2020_FM,48.5662414,-54.1247814,4 or more SV KF,269482,5383954,2020.11.20 20:00:00
tn85846,tn85846_2020_FM,48.5659939,-54.1246797,4 or more SV KF,269488,5383926,2020.11.20 22:01:00
tn85846,tn85846_2020_FM,48.5639914,-54.1253036,4 or more SV KF,269433,5383705,2020.11.21 00:00:00
tn85846,tn85846_2020_FM,48.567155,-54.1277847,4 or more SV KF,269264,5384064,2020.11.21 02:00:00
tn85846,tn85846_2020_FM,48.5653617,-54.1275603,4 or more SV KF,269273,5383864,2020.11.21 04:00:00
tn85846,tn85846_2020_FM,48.5648889,-54.1257983,4 or more SV KF,269400,5383806,2020.11.21 06:00:00
tn85846,tn85846_2020_FM,48.5649492,-54.1257306,4 or more SV KF,269406,5383813,2020.11.21 08:00:00
tn85846,tn85846_2020_FM,48.5578839,-54.1388117,4 or more SV KF,268408,5383067,2020.11.21 18:01:00
tn85846,tn85846_2020_FM,48.5576903,-54.1309211,4 or more SV KF,268990,5383022,2020.11.21 22:00:00
tn85846,tn85846_2020_FM,48.5558997,-54.1326886,4 or more SV KF,268851,5382828,2020.11.22 00:00:00
tn85846,tn85846_2020_FM,48.5558878,-54.1319589,4 or more SV KF,268905,5382825,2020.11.22 02:00:00
tn85846,tn85846_2020_FM,48.5560211,-54.1334747,4 or more SV KF,268794,5382844,2020.11.22 06:00:00
tn85846,tn85846_2020_FM,48.5560036,-54.1335914,4 or more SV KF,268785,5382842,2020.11.22 08:00:00
tn85846,tn85846_2020_FM,48.5559525,-54.1335128,4 or more SV KF,268791,5382837,2020.11.22 10:00:00
tn85846,tn85846_2020_FM,48.5562197,-54.1333064,4 or more SV KF,268807,5382866,2020.11.22 14:00:00
tn85846,tn85846_2020_FM,48.5552156,-54.1348608,4 or more SV KF,268688,5382759,2020.11.22 16:00:00
tn85846,tn85846_2020_FM,48.5559136,-54.1333644,4 or more SV KF,268801,5382832,2020.11.22 18:00:00
tn85846,tn85846_2020_FM,48.5558883,-54.1326111,4 or more SV KF,268857,5382827,2020.11.22 20:00:00
tn85846,tn85846_2020_FM,48.55413,-54.1329292,4 or more SV KF,268825,5382632,2020.11.23 06:00:00
tn85846,tn85846_2020_FM,48.5539489,-54.1326378,4 or more SV KF,268846,5382611,2020.11.23 08:00:00
tn85846,tn85846_2020_FM,48.5599661,-54.1433408,4 or more SV KF,268084,5383312,2020.11.23 20:00:00
tn85846,tn85846_2020_FM,48.5584425,-54.1239372,4 or more SV KF,269508,5383084,2020.11.23 22:00:00
tn85846,tn85846_2020_FM,48.5545542,-54.1249761,4 or more SV KF,269414,5382655,2020.11.24 02:00:00
tn85846,tn85846_2020_FM,48.5514681,-54.1241969,4 or more SV KF,269458,5382310,2020.11.24 06:00:00
tn85846,tn85846_2020_FM,48.5522678,-54.1237889,4 or more SV KF,269491,5382398,2020.11.24 08:00:00
tn85846,tn85846_2020_FM,48.5526692,-54.1240742,4 or more SV KF,269472,5382443,2020.11.24 10:00:00
tn85846,tn85846_2020_FM,48.5472497,-54.1276236,4 or more SV KF,269185,5381852,2020.11.24 12:01:00
tn85846,tn85846_2020_FM,48.5473236,-54.1370561,4 or more SV KF,268490,5381888,2020.11.24 16:00:00
tn85846,tn85846_2020_FM,48.5495961,-54.1591775,4 or more SV KF,266868,5382208,2020.11.24 18:00:00
tn85846,tn85846_2020_FM,48.5661317,-54.1596006,4 or more SV KF,266913,5384047,2020.11.24 22:00:00
tn85846,tn85846_2020_FM,48.5655247,-54.1584519,4 or more SV KF,266995,5383976,2020.11.25 00:00:00
tn85846,tn85846_2020_FM,48.5660925,-54.1632831,4 or more SV KF,266641,5384054,2020.11.25 06:00:00
tn85846,tn85846_2020_FM,48.5661683,-54.1635503,4 or more SV KF,266622,5384063,2020.11.25 10:01:00
tn85846,tn85846_2020_FM,48.5635892,-54.1519667,4 or more SV KF,267464,5383741,2020.11.25 12:00:00
tn85846,tn85846_2020_FM,48.5590039,-54.1496883,4 or more SV KF,267611,5383225,2020.11.25 20:00:00
tn85846,tn85846_2020_FM,48.5594,-54.1595269,4 or more SV KF,266887,5383299,2020.11.26 02:00:00
tn85846,tn85846_2020_FM,48.5645086,-54.1641289,4 or more SV KF,266571,5383881,2020.11.26 06:00:00
tn85846,tn85846_2020_FM,48.5640542,-54.1465633,4 or more SV KF,267865,5383777,2020.11.26 12:01:00
tn85846,tn85846_2020_FM,48.5598983,-54.1217256,4 or more SV KF,269678,5383239,2020.11.26 16:00:00
tn85846,tn85846_2020_FM,48.5601153,-54.1207989,4 or more SV KF,269747,5383261,2020.11.26 18:01:00
tn85846,tn85846_2020_FM,48.5687547,-54.1314822,4 or more SV KF,268999,5384253,2020.11.26 20:01:00
tn85846,tn85846_2020_FM,48.5704961,-54.1368697,4 or more SV KF,268609,5384463,2020.11.27 00:00:00
tn85846,tn85846_2020_FM,48.5697978,-54.1371128,4 or more SV KF,268588,5384386,2020.11.27 02:00:00
tn85846,tn85846_2020_FM,48.5711328,-54.1385761,4 or more SV KF,268486,5384539,2020.11.27 04:00:00
tn85846,tn85846_2020_FM,48.5709989,-54.1425992,4 or more SV KF,268189,5384536,2020.11.27 06:00:00
tn85846,tn85846_2020_FM,48.5710622,-54.1433008,4 or more SV KF,268138,5384545,2020.11.27 08:00:00
tn85846,tn85846_2020_FM,48.571355,-54.14385,4 or more SV KF,268098,5384580,2020.11.27 10:00:00
tn85846,tn85846_2020_FM,48.5715592,-54.1432508,4 or more SV KF,268144,5384601,2020.11.27 12:01:00
tn85846,tn85846_2020_FM,48.5715839,-54.1389475,4 or more SV KF,268461,5384590,2020.11.27 14:00:00
tn85846,tn85846_2020_FM,48.5717131,-54.1389761,4 or more SV KF,268460,5384605,2020.11.27 16:00:00
tn85846,tn85846_2020_FM,48.5686992,-54.1804339,4 or more SV KF,265388,5384396,2020.11.27 22:00:00
tn85846,tn85846_2020_FM,48.5685694,-54.1763172,4 or more SV KF,265691,5384369,2020.11.28 06:00:00
tn85846,tn85846_2020_FM,48.5682025,-54.1764758,4 or more SV KF,265678,5384329,2020.11.28 08:00:00
tn85846,tn85846_2020_FM,48.5650928,-54.1832236,4 or more SV KF,265165,5384004,2020.11.28 12:00:00
tn85846,tn85846_2020_FM,48.5652483,-54.1840042,4 or more SV KF,265109,5384024,2020.11.28 14:00:00
tn85846,tn85846_2020_FM,48.5652775,-54.1801936,4 or more SV KF,265390,5384015,2020.11.28 16:01:00
tn85846,tn85846_2020_FM,48.5635289,-54.1638511,4 or more SV KF,266587,5383771,2020.11.28 18:01:00
tn85846,tn85846_2020_FM,48.5646964,-54.1641025,4 or more SV KF,266574,5383901,2020.11.28 20:00:00
tn85846,tn85846_2020_FM,48.5661192,-54.1633967,4 or more SV KF,266633,5384057,2020.11.28 22:00:00
tn85846,tn85846_2020_FM,48.5662161,-54.1593192,4 or more SV KF,266934,5384056,2020.11.29 04:01:00
tn85846,tn85846_2020_FM,48.5667719,-54.1597444,4 or more SV KF,266905,5384119,2020.11.29 06:00:00
tn85846,tn85846_2020_FM,48.5676425,-54.1598861,4 or more SV KF,266899,5384216,2020.11.29 08:00:00
tn85846,tn85846_2020_FM,48.5668039,-54.1611389,4 or more SV KF,266802,5384127,2020.11.29 10:00:00
tn85846,tn85846_2020_FM,48.5688333,-54.1641492,4 or more SV KF,266590,5384361,2020.11.29 14:00:00
tn85846,tn85846_2020_FM,48.5745558,-54.1662597,4 or more SV KF,266460,5385004,2020.11.29 16:01:00
tn85846,tn85846_2020_FM,48.5741342,-54.1767961,4 or more SV KF,265681,5384989,2020.11.29 20:00:00
tn85846,tn85846_2020_FM,48.5677122,-54.1800236,4 or more SV KF,265414,5384285,2020.11.30 00:00:00
tn85846,tn85846_2020_FM,48.5677917,-54.1796922,4 or more SV KF,265438,5384293,2020.11.30 02:00:00
tn85846,tn85846_2020_FM,48.5677869,-54.1798442,4 or more SV KF,265427,5384293,2020.11.30 06:00:00
tn85846,tn85846_2020_FM,48.5674808,-54.1828831,4 or more SV KF,265202,5384268,2020.11.30 10:00:00
tn85846,tn85846_2020_FM,48.5674806,-54.1801461,4 or more SV KF,265404,5384260,2020.11.30 12:00:00
tn85846,tn85846_2020_FM,48.5655622,-54.1768569,4 or more SV KF,265637,5384037,2020.11.30 20:00:00
tn85846,tn85846_2020_FM,48.5657028,-54.1767125,4 or more SV KF,265649,5384052,2020.11.30 22:00:00
tn85846,tn85846_2020_FM,48.5654356,-54.1769517,4 or more SV KF,265630,5384023,2020.12.01 00:01:00
tn85846,tn85846_2020_FM,48.5656128,-54.1768169,4 or more SV KF,265640,5384042,2020.12.01 06:00:00
tn85846,tn85846_2020_FM,48.5694281,-54.1758633,4 or more SV KF,265728,5384463,2020.12.01 10:00:00
tn85846,tn85846_2020_FM,48.5657311,-54.1805978,4 or more SV KF,265362,5384067,2020.12.01 16:00:00
tn85846,tn85846_2020_FM,48.5597261,-54.1695456,4 or more SV KF,266150,5383366,2020.12.01 18:01:00
tn85846,tn85846_2020_FM,48.5604094,-54.1647878,4 or more SV KF,266504,5383427,2020.12.01 20:03:00
tn85846,tn85846_2020_FM,48.5590975,-54.1666569,4 or more SV KF,266360,5383287,2020.12.02 02:00:00
tn85846,tn85846_2020_FM,48.55962,-54.1654686,4 or more SV KF,266450,5383341,2020.12.02 06:00:00
tn85846,tn85846_2020_FM,48.5592592,-54.1661914,4 or more SV KF,266395,5383304,2020.12.02 10:00:00
tn85846,tn85846_2020_FM,48.5606678,-54.1649939,4 or more SV KF,266490,5383456,2020.12.02 12:01:00
tn85846,tn85846_2020_FM,48.5598147,-54.1578008,4 or more SV KF,267016,5383340,2020.12.02 16:00:00
tn85846,tn85846_2020_FM,48.55722,-54.1502811,4 or more SV KF,267559,5383028,2020.12.02 20:00:00
tn85846,tn85846_2020_FM,48.5621675,-54.1435467,4 or more SV KF,268079,5383558,2020.12.03 00:00:00
tn85846,tn85846_2020_FM,48.563365,-54.1494931,4 or more SV KF,267646,5383709,2020.12.03 04:01:00
tn85846,tn85846_2020_FM,48.5598447,-54.1478575,4 or more SV KF,267750,5383313,2020.12.03 06:01:00
tn85846,tn85846_2020_FM,48.55996,-54.1473714,4 or more SV KF,267787,5383324,2020.12.03 08:00:00
tn85846,tn85846_2020_FM,48.5573997,-54.1506592,4 or more SV KF,267532,5383049,2020.12.03 14:01:00
tn85846,tn85846_2020_FM,48.5567619,-54.1514539,4 or more SV KF,267471,5382981,2020.12.03 16:00:00
tn85846,tn85846_2020_FM,48.5564428,-54.1511969,4 or more SV KF,267488,5382945,2020.12.03 18:00:00
tn85846,tn85846_2020_FM,48.5643297,-54.1570139,4 or more SV KF,267095,5383839,2020.12.03 20:01:00
tn85846,tn85846_2020_FM,48.5645711,-54.1626625,4 or more SV KF,266680,5383883,2020.12.04 00:01:00
tn85846,tn85846_2020_FM,48.5661414,-54.1636247,4 or more SV KF,266616,5384061,2020.12.04 04:00:00
tn85846,tn85846_2020_FM,48.5661425,-54.1626686,4 or more SV KF,266686,5384058,2020.12.04 06:00:00
tn85846,tn85846_2020_FM,48.5661347,-54.1626467,4 or more SV KF,266688,5384057,2020.12.04 08:00:00
tn85846,tn85846_2020_FM,48.5677597,-54.1797494,4 or more SV KF,265434,5384290,2020.12.04 16:01:00
tn85846,tn85846_2020_FM,48.5676972,-54.1801467,4 or more SV KF,265404,5384284,2020.12.04 18:00:00
tn85846,tn85846_2020_FM,48.5690589,-54.1796756,4 or more SV KF,265446,5384434,2020.12.04 20:00:00
tn85846,tn85846_2020_FM,48.5688803,-54.1802211,4 or more SV KF,265404,5384416,2020.12.04 22:00:00
tn85846,tn85846_2020_FM,48.5683131,-54.1813778,4 or more SV KF,265317,5384356,2020.12.05 02:00:00
tn85846,tn85846_2020_FM,48.5685261,-54.1823769,4 or more SV KF,265244,5384383,2020.12.05 04:00:00
tn85846,tn85846_2020_FM,48.5674631,-54.1829025,4 or more SV KF,265200,5384267,2020.12.05 08:00:00
tn85846,tn85846_2020_FM,48.5674842,-54.1808575,4 or more SV KF,265351,5384263,2020.12.05 10:00:00
tn85846,tn85846_2020_FM,48.5678733,-54.1832608,4 or more SV KF,265176,5384313,2020.12.05 14:01:00
tn85846,tn85846_2020_FM,48.5676744,-54.1830569,4 or more SV KF,265190,5384290,2020.12.05 16:00:00
tn85846,tn85846_2020_FM,48.5659867,-54.1784547,4 or more SV KF,265521,5384089,2020.12.05 20:01:00
tn85846,tn85846_2020_FM,48.56662,-54.1854425,4 or more SV KF,265009,5384181,2020.12.06 02:01:00
tn85846,tn85846_2020_FM,48.5650783,-54.1906297,4 or more SV KF,264619,5384025,2020.12.06 06:00:00
tn85846,tn85846_2020_FM,48.5650281,-54.1905589,4 or more SV KF,264624,5384019,2020.12.06 08:00:00
tn85846,tn85846_2020_FM,48.5653631,-54.1905164,4 or more SV KF,264629,5384057,2020.12.06 10:00:00
tn85846,tn85846_2020_FM,48.5653144,-54.1836161,4 or more SV KF,265138,5384030,2020.12.06 12:00:00
tn85846,tn85846_2020_FM,48.5702231,-54.1745728,4 or more SV KF,265827,5384548,2020.12.06 18:00:00
tn85846,tn85846_2020_FM,48.5680844,-54.1809597,4 or more SV KF,265346,5384330,2020.12.06 22:01:00
tn85846,tn85846_2020_FM,48.5683011,-54.1809506,4 or more SV KF,265348,5384354,2020.12.07 00:00:00
tn85846,tn85846_2020_FM,48.5685853,-54.1829494,4 or more SV KF,265202,5384391,2020.12.07 02:01:00
